Finalize,Verify,Follow-Up,Trapped Date,Is Import,Facility,Trap,Trap Is Offsite,Trapping Session Name,Target Species,Target Run,Trapping Session Comments,Fish ID,Count,Species,Run,Sex,Origin,Origin Expression,Origin Description,Origin Start Date,Origin End Date,Origin Creator,Origin Creation Date,Living Status,Length,Age Designation,Age Calculated,Age Criteria Start Length,Age Criteria End Length,Age Criteria Start Date,Age Criteria End Date,Moved To Facility,Moved To,Moved To Location Type,Moved To Is Offsite,Offsite Owner Facility,Offsite Location Latitude,Offsite Location Longitude,Offsite Location Description,Disposition,Release Site,Release Site Latitude,Release Site Longitude,Purpose,Existing Marks,Existing Marks Quantity,Applied Marks,Applied Marks Quantity,Existing Tags,Applied Tags,Existing CWT,Existing CWT Value,Applied CWT,Applied CWT Value,Existing PIT,Applied PIT,Samples,Conditions,Recap,Injected,Weight,Notes,Group Notes,Import Custom
FALSE,FALSE,FALSE,6/26/2015,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 06/26/2015 Lostine River Weir 9:22 PM PST,Chinook,Summer,54.7 F,36,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,737,Adult,TRUE,631,1500,2/15/2015,9/30/2015,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2015-LRW-ChS-0258,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/19/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/19/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,746,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0421,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/21/2010,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/21/2010 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,680,Adult,TRUE,641,1500,1/1/2010,12/31/2010,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2010-LRW-CHS-0545,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/31/2015,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/31/2015 Lostine River Weir 9:20 AM PST,Chinook,Summer,53.6 - 53.4 F,7,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,792,Adult,TRUE,631,1500,2/15/2015,9/30/2015,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2015-LRW-ChS-0806,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/29/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/29/2014 Lostine River Weir 8:15 AM PST,Chinook,Summer,NA,71,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,777,Adult,TRUE,631,1500,2/15/2014,9/30/2014,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,RT 12,Not Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0855,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/11/2015,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/11/2015 Lostine River Weir 10:00 AM PST,Chinook,Summer,58.4 - 58.5 F,6,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,810,Adult,TRUE,631,1500,2/15/2015,9/30/2015,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,ROP,1,NA,OP 3401,Present,NA,NA,NA,NA,NA,GEN 2015-LRW-ChS-0612,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/29/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/29/2016 Lostine River Weir 9:04 AM PST,Chinook,Summer,55.5 F,23,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,828,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-1008,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/21/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/21/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,580,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,UNC,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR091416,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/29/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/29/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,570,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,3D9.1BF2756479,NA,GEN LR091815,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/7/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/07/2014 Lostine River Weir 10:22 AM PST,Chinook,Summer,NA,2,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,848,Adult,TRUE,631,1500,2/15/2014,9/30/2014,NPT GRSME Program,Outplant - Lower Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Lower Wallowa River,45.6216621398926,-117.721450805664,Recycled,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2014-LRW-CHS-0230,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/23/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/23/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,587,Jack/Jill,TRUE,401,630,1/1/2013,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,RT 40,Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-490,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/22/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/22/2016 Lostine River Weir 9:54 AM PST,Chinook,Summer,56.9 F,33,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,707,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-0583,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/24/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/24/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,839,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0807,NA,FALSE,FALSE,NA,Nez Perce Tribe- Distribution.,NA,NA
FALSE,FALSE,FALSE,7/9/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/09/2016 Lostine River Weir 8:13 AM PST,Chinook,Summer,52.9 F,3,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,864,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-0066,BI,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,6/1/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 06/01/2012 Lostine River Weir 8:00 AM PST,Steelhead,Summer,NA,NA,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,639,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN STS-086,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/18/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/18/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,740,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR091114,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/11/2011,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 09/11/2011 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,550,Jack/Jill,TRUE,401,630,1/1/2011,12/31/2012,NPT GRSME Program,Outplant - Wallowa River,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River,NA,NA,Recycled,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2011-LRW-CHS-465,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/3/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/03/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,795,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Wallowa Fish Hatchery,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Distribution,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN LR09438,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/29/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/29/2016 Lostine River Weir 9:04 AM PST,Chinook,Summer,55.5 F,41,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,902,Adult,TRUE,631,1500,2/15/2016,9/30/2016,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-ChS-1026,GBT,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/3/2011,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/03/2011 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,610,Jack/Jill,TRUE,401,630,1/1/2011,12/31/2012,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,RT 36,Present,NA,NA,NA,NA,NA,GEN 2011-LRW-CHS-193,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/4/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/04/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Mtn White Fish,NA,Unknown,Uncategorized,NA,NA,NA,NA,NA,NA,TrapMort,NA,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Below Weir,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,UNC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,5/8/2011,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 05/08/2011 Lostine River Weir 8:00 AM PST,Steelhead,Summer,NA,NA,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,700,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,FT 00093,Not Present,NA,NA,NA,NA,NA,GEN 2011- LRW-StS-111,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/21/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/21/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,812,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0484,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/5/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/05/2017 Lostine River Weir 7:00 AM PST,Chinook,Summer,48.7 F,7,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,762,Adult,TRUE,631,1500,1/1/2017,12/31/2017,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,OP 0257,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/1/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 09/01/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,719,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,ROP,1,NA,OP LR-0832,Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-616,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/14/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/14/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,715,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN LR09860,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,4/10/2016,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 04/10/2016 Lostine River Weir 9:31 AM PST,Steelhead,Summer,40.7 F,2,1,Steelhead,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,718,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2016-LRW-StS-009,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/27/2017,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/27/2017 Lostine River Weir 7:00 AM PST,Chinook,Summer,56.4 F,9,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,522,Jack/Jill,TRUE,401,630,1/1/2017,12/31/2017,NPT GRSME Program,Outplant - Bear Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Bear Creek,45.4714012145996,-117.559173583984,Natural Spawning,"AD, ROP","1, 1",ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/2/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/02/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,744,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-1019,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,8/9/2009,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 08/09/2009 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,815,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,AD,1,LOP,1,NA,RT 121,Present,NA,NA,NA,NA,NA,GEN LR092025,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/8/2010,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/08/2010 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,810,Adult,TRUE,641,1500,1/1/2010,12/31/2010,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2010-LRW-CHS-0134,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,5/16/2014,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 05/16/2014 Lostine River Weir 12:00 PM PST,Steelhead,Summer,NA,17,1,Steelhead,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,685,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2014-LRW-STS-050,GD,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/17/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/17/2018 Lostine River Weir 7:00 AM PST,Chinook,Summer,56.2 F,8,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,730,Adult,TRUE,631,1500,2/15/2018,12/31/2018,NPT GRSME Program,Outplant - Wallowa River: Sunrise Road Bridge,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Sunrise Road Bridge,45.4451026916504,-117.353576660156,Natural Spawning,AD,1,ROP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2018-LRW-CHS-653,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/18/1997,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/18/1997 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,808,NA,FALSE,NA,NA,NA,NA,NPT GRSME Program,Lookingglass Fish Hatchery,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/14/2013,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 09/14/2013 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,557,Jack/Jill,TRUE,401,630,1/1/2013,12/31/2013,NPT GRSME Program,Outplant - Bear Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Bear Creek,45.4714012145996,-117.559173583984,Natural Spawning,UNC,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 2013-CHS-LRW-801,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/14/2012,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/14/2012 Lostine River Weir 8:00 AM PST,Chinook,Summer,NA,NA,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,761,Adult,TRUE,631,1500,1/1/2011,12/31/2013,NPT GRSME Program,Lostine River: Above Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Lostine River: Above Weir,45.5431365966797,-117.484237670898,Natural Spawning,UNC,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2012-LRW-CHS-0224,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/11/2018,TRUE,NPT GRSME Program,Lostine River Weir,FALSE,Session - 07/11/2018 Lostine River Weir 7:00 AM PST,Chinook,Summer,53.2 F,21,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,480,Jack/Jill,TRUE,401,630,2/15/2018,12/31/2018,NPT GRSME Program,Outplant - Wallowa River: Russel Lane Bridge,Release Site,FALSE,NA,NA,NA,NA,Released,Outplant - Wallowa River: Russel Lane Bridge,45.3598670959473,-117.246231079102,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,GEN 2018-LRW-CHS-525,NA,FALSE,FALSE,NA,NA,NA,NA
